id,dbf_id,name,text,card_set,data_first_seen,set_release_date,type,card_class,classes,rarity,cost,attack,health,durability,armor,spell_school,races,mechanics,artist,legendary,n_balance_changes,is_reprint,n_printings,original_id,flavor
BOT_246,48798,Beakered Lightning,Deal 1 damage to all minions. Overload: (2),BOOMSDAY,2018-08-02,,SPELL,SHAMAN,SHAMAN,COMMON,0,0,0,0,0,NATURE,,OVERLOAD,Evgeniy Dlinnov,False,0,False,1,BOT_246,"Working in a shaman's lab, it's important to be well-grounded."
BOT_517,48976,Topsy Turvy,Swap a minion's Attack and Health.,BOOMSDAY,2018-08-02,,SPELL,PRIEST,PRIEST,COMMON,0,0,0,0,0,NONE,,,Jim Nelson,False,0,False,1,BOT_517,"""Help! I've fallen and I can't get down!"""
BOT_908,48984,Autodefense Matrix,"Secret: When one of your minions is attacked, give it Divine Shield.",BOOMSDAY,2018-08-02,,SPELL,PALADIN,PALADIN,COMMON,1,0,0,0,0,NONE,,SECRET,Zero,False,0,False,1,BOT_908,We call it the bubble machine.
BOT_054,47887,Biology Project,Each player gains 2 Mana Crystals.,BOOMSDAY,2018-08-02,,SPELL,DRUID,DRUID,COMMON,1,0,0,0,0,NATURE,,,J. Paick & K. Turovec,False,0,False,1,BOT_054,Step 1: Grow giant evil strawberry. Step 2: ???? Step 3: Rule Azeroth!
BOT_435,48759,Cloning Device,Discover a copy of a minion in your opponent's deck.,BOOMSDAY,2018-08-02,,SPELL,PRIEST,PRIEST,COMMON,1,0,0,0,0,NONE,,DISCOVER,Anton Zemskov,False,1,False,1,BOT_435,Zerek got sick of fighting over the remote.
BOT_447,49018,Crystallizer,Battlecry: Deal 5 damage to your hero. Gain 5 Armor.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,1,1,3,0,0,NONE,,BATTLECRY,David Kegg,False,0,False,1,BOT_447,This elf's winning the arms race.
BOT_909,48985,Crystology,Draw two 1-Attack minions from your deck.,BOOMSDAY,2018-08-02,,SPELL,PALADIN,PALADIN,RARE,1,0,0,0,0,NONE,,,Tyler West Studio,False,1,False,1,BOT_909,"""The Light is neither a particle nor a wave. It's more of a juice, really."""
BOT_059,48691,Eternium Rover,"Whenever this minion takes damage, gain 2 Armor.",BOOMSDAY,2018-08-02,,MINION,WARRIOR,WARRIOR,COMMON,1,1,3,0,0,NONE,MECHANICAL,,Vladimir Kafanov,False,0,False,1,BOT_059,He's all beeps and smiles but you're just a walking pile of armor to him.
BOT_079,48025,Faithful Lumi,Battlecry: Give a friendly Mech +1/+1.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,1,1,1,0,0,NONE,MECHANICAL,BATTLECRY,Zero,False,0,False,1,BOT_079,They're a little light-headed.
BOT_444,48837,Floop's Glorious Gloop,"Whenever a minion dies this turn, refresh a Mana Crystal.",BOOMSDAY,2018-08-02,,SPELL,DRUID,DRUID,LEGENDARY,1,0,0,0,0,NATURE,,,Arthur Bozonnet,True,1,False,1,BOT_444,How much gloop could Floop's Gloop gloop if Floop's Gloop could gloop gloop?
BOT_906,48982,Glow-Tron,Magnetic,BOOMSDAY,2018-08-02,,MINION,PALADIN,PALADIN,COMMON,1,1,3,0,0,NONE,MECHANICAL,MAGNETIC,Mike Azevedo,False,0,False,1,BOT_906,"They tried for weeks to make a stealth version, but eventually decided to just let it glow."
BOT_031,47837,Goblin Bomb,Deathrattle: Deal 2 damage to the enemy hero.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,1,0,2,0,0,NONE,MECHANICAL,DEATHRATTLE,Matt Dixon,False,0,False,1,BOT_031,They're Dr. Boom's babies. His baby boomers.
BOT_445,48886,Mecharoo,Deathrattle: Summon a 1/1 Jo-E Bot.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,1,1,1,0,0,NONE,MECHANICAL|BEAST,DEATHRATTLE,Eva Widermann,False,0,False,1,BOT_445,Its project name was KAN-GA. The little one was R-00.
BOT_299,48515,Omega Assembly,"Discover a Mech. If you have 10 Mana Crystals, keep all 3 instead.",BOOMSDAY,2018-08-02,,SPELL,WARRIOR,WARRIOR,RARE,1,0,0,0,0,NONE,,DISCOVER,Daren Bader,False,1,False,1,BOT_299,They told Dr. Boom he could only pick one. He disagreed.
BOT_283,48471,Pogo-Hopper,Battlecry: Gain +2/+2 for each other Pogo-Hopper you played this game.,BOOMSDAY,2018-08-02,,MINION,ROGUE,ROGUE,RARE,1,1,1,0,0,NONE,MECHANICAL|BEAST,BATTLECRY,Matt Dixon,False,1,False,1,BOT_283,"Once you hop, you just can't stop!"
BOT_402,48519,Secret Plan,Discover a Secret.,BOOMSDAY,2018-08-02,,SPELL,HUNTER,HUNTER,COMMON,1,0,0,0,0,NONE,,DISCOVER,Anton Zemskov,False,0,False,1,BOT_402,The secret is... There is no plan!
BOT_453,49081,Shooting Star,Deal 1 damage to a minion and the minions next to it.,BOOMSDAY,2018-08-02,,SPELL,MAGE,MAGE,COMMON,1,0,0,0,0,ARCANE,,,Konstantin Turovec,False,0,False,2,BOT_453,Literally starstruck.
BOT_020,47775,Skaterbot,Magnetic Rush,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,1,1,1,0,0,NONE,MECHANICAL,MAGNETIC|RUSH,Jim Nelson,False,0,False,2,BOT_020,"""See you later bot"" - Jaina"
BOT_263,48211,Soul Infusion,Give the left-most minion in your hand +2/+2.,BOOMSDAY,2018-08-02,,SPELL,WARLOCK,WARLOCK,RARE,1,0,0,0,0,SHADOW,,,Garrett Hanna,False,0,False,1,BOT_263,People called him a soulless monster. We're not sure this is better.
BOT_222,48113,Spirit Bomb,Deal 4 damage to a minion and your hero.,BOOMSDAY,2018-08-02,,SPELL,WARLOCK,WARLOCK,COMMON,1,0,0,0,0,SHADOW,,,Zoltan Boros,False,1,False,2,BOT_222,Might take a few episodes to power up.
BOT_558,49265,Test Subject,Deathrattle: Shuffle any spells you cast on this minion into your deck.,BOOMSDAY,2018-08-02,,MINION,PRIEST,PRIEST,RARE,1,0,2,0,0,NONE,,DEATHRATTLE,Ian Ameling,False,1,False,1,BOT_558,“Now I feel... REALLY icky.”
BOT_451,49052,Voltaic Burst,Summon two 1/1 Sparks with Rush. Overload: (1),BOOMSDAY,2018-08-02,,SPELL,SHAMAN,SHAMAN,RARE,1,0,0,0,0,NATURE,,OVERLOAD,Zoltan Boros,False,0,False,2,BOT_451,"Batteries have three components: Cathode, Anode, and Overload."
BOT_101,47978,Astral Rift,Add 2 random minions to your hand.,BOOMSDAY,2018-08-02,,SPELL,MAGE,MAGE,RARE,2,0,0,0,0,ARCANE,,,A. J. Nazzaro,False,0,False,1,BOT_101,Let's see what's behind rift number one!
BOT_033,47840,Bomb Toss,Deal 2 damage. Summon a 0/2 Goblin Bomb.,BOOMSDAY,2018-08-02,,SPELL,HUNTER,HUNTER,COMMON,2,0,0,0,0,NONE,,,Alex Horley Orlandelli,False,0,False,1,BOT_033,Me throw face.
BOT_531,49263,Celestial Emissary,Battlecry: Your next spell this turn has Spell Damage +2.,BOOMSDAY,2018-08-02,,MINION,MAGE,MAGE,RARE,2,2,1,0,0,NONE,ELEMENTAL,BATTLECRY,L Chanchai,False,0,False,1,BOT_531,Casting with the stars.
BOT_414,48566,Cloakscale Chemist,Stealth Divine Shield,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,2,1,2,0,0,NONE,,DIVINE_SHIELD|STEALTH,Mauricio Herrera,False,0,False,1,BOT_414,Her suit was fitted using a scale model.
BOT_236,48637,Crystalsmith Kangor,"Divine Shield, Lifesteal Your healing is doubled.",BOOMSDAY,2018-08-02,,MINION,PALADIN,PALADIN,LEGENDARY,2,1,2,0,0,NONE,,DIVINE_SHIELD|LIFESTEAL,James Ryman,True,0,False,1,BOT_236,"He wants to tank, but Boom always makes him play support."
BOT_438,48772,Cybertech Chip,"Give your minions ""Deathrattle: Add a random Mech to your hand.""",BOOMSDAY,2018-08-02,,SPELL,HUNTER,HUNTER,RARE,2,0,0,0,0,NONE,,,Garrett Hanna,False,0,False,1,BOT_438,Goes great with Cyber-Salsa.
BOT_509,48929,Dead Ringer,Deathrattle: Draw a Deathrattle minion from your deck.,BOOMSDAY,2018-08-02,,MINION,PRIEST,PRIEST,COMMON,2,2,1,0,0,NONE,UNDEAD|MECHANICAL,DEATHRATTLE,Dave Allsop,False,0,False,1,BOT_509,Shortstop on N'zoth's softball team.
BOT_913,50432,Demonic Project,Each player transforms a random minion in their hand into a Demon.,BOOMSDAY,2018-08-02,,SPELL,WARLOCK,WARLOCK,COMMON,2,0,0,0,0,SHADOW,,,J. Paick & K. Turovec,False,0,False,1,BOT_913,Another group project where Jaraxxus doesn't do any work.
BOT_419,49621,Dendrologist,"Battlecry: If you control a Treant, Discover a spell.",BOOMSDAY,2018-08-02,,MINION,DRUID,DRUID,RARE,2,2,3,0,0,NONE,,BATTLECRY|DISCOVER,Matt Dixon,False,0,False,1,BOT_419,"He's teaching his little buddy to talk, but all it says is, ""I am Gloop."""
BOT_093,48051,Elementary Reaction,Draw a card. Copy it if you played an Elemental last turn.,BOOMSDAY,2018-08-02,,SPELL,SHAMAN,SHAMAN,COMMON,2,0,0,0,0,NATURE,,,Wayne Wu,False,0,False,1,BOT_093,It's just a Tempest Tantrum.
BOT_038,47855,Fireworks Tech,"Battlecry: Give a friendly Mech +1/+1. If it has Deathrattle, trigger it.",BOOMSDAY,2018-08-02,,MINION,HUNTER,HUNTER,RARE,2,2,1,0,0,NONE,,BATTLECRY,Steve Prescott,False,0,False,1,BOT_038,She learns by trial and error. Mostly error.
BOT_907,48983,Galvanizer,Battlecry: Reduce the Cost of Mechs in your hand by (1).,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,RARE,2,1,2,0,0,NONE,MECHANICAL,BATTLECRY,Matt Dixon,False,0,False,1,BOT_907,Also known as a power zinc.
BOT_437,48770,Goblin Prank,Give a friendly minion +3/+3 and Rush. It dies at end of turn.,BOOMSDAY,2018-08-02,,SPELL,HUNTER,HUNTER,EPIC,2,0,0,0,0,NONE,,,Mike Azevedo,False,0,False,1,BOT_437,"""Ha ha! Glork looks ridiculous! ...Glork? Glork?"""
BOT_288,48480,Lab Recruiter,Battlecry: Shuffle 3 copies of a friendly minion into your deck.,BOOMSDAY,2018-08-02,,MINION,ROGUE,ROGUE,COMMON,2,3,2,0,0,NONE,,BATTLECRY,Zoltan Boros,False,0,False,1,BOT_288,Join the chemistry lab! We've got all the solutions.
BOT_533,49162,Menacing Nimbus,Battlecry: Add a random Elemental to your hand.,BOOMSDAY,2018-08-02,,MINION,SHAMAN,SHAMAN,COMMON,2,2,3,0,0,NONE,ELEMENTAL,BATTLECRY,Daria Tuzova,False,1,False,2,BOT_533,Electra stores her elementals in the cloud.
BOT_543,49175,Omega Mind,"Battlecry: If you have 10 Mana Crystals, your spells have Lifesteal this turn.",BOOMSDAY,2018-08-02,,MINION,SHAMAN,SHAMAN,EPIC,2,2,3,0,0,NONE,,BATTLECRY,Alex Horley Orlandelli,False,0,False,1,BOT_543,"Has a side-business selling her lipstick shade, ""Omega Red."""
BOT_600,48692,Research Project,Each player draws 2 cards.,BOOMSDAY,2018-08-02,,SPELL,MAGE,MAGE,COMMON,2,0,0,0,0,NONE,,,J. Paick & K. Turovec,False,0,False,1,BOT_600,"Abstract: Analyzing systemic applications of coldlight data sets vis-a-vis shuffle-related paradigms. Conclusion: Yay, cards!"
BOT_067,47925,Rocket Boots,Give a minion Rush. Draw a card.,BOOMSDAY,2018-08-02,,SPELL,WARRIOR,WARRIOR,COMMON,2,0,0,0,0,NONE,,,Steve Prescott,False,0,False,1,BOT_067,This is the happiest moment of Grik's life. We'll miss him.
BOT_538,49170,Spark Engine,Battlecry: Add a 1/1 Spark with Rush to your hand.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,RARE,2,2,1,0,0,NONE,MECHANICAL,BATTLECRY,L Chanchai,False,0,False,1,BOT_538,He goes by Bzzzzt Aldrin.
BOT_568,49423,The Soularium,Draw 3 cards. They are Temporary.,BOOMSDAY,2018-08-02,,SPELL,WARLOCK,WARLOCK,LEGENDARY,2,0,0,0,0,SHADOW,,,Arthur Bozonnet,True,2,False,2,BOT_568,Worst field trip ever.
BOT_083,48034,Toxicologist,Battlecry: Give your weapon +1 Attack.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,2,2,2,0,0,NONE,,BATTLECRY,Brian Despain,False,0,False,2,BOT_083,Double-majoring in culinary sciences was definitely a mistake.
BOT_098,48060,Unpowered Mauler,Can only attack if you cast a spell this turn.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,RARE,2,2,4,0,0,NONE,MECHANICAL,,Jim Nelson,False,0,False,1,BOT_098,After a stressful work day it really needs an outlet.
BOT_309,48529,Upgradeable Framebot,,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,2,1,5,0,0,NONE,MECHANICAL,,Dan Scott,False,0,False,1,BOT_309,*Awesome arm not included.
BOT_035,47842,Venomizer,Magnetic Poisonous,BOOMSDAY,2018-08-02,,MINION,HUNTER,HUNTER,COMMON,2,2,2,0,0,NONE,MECHANICAL,MAGNETIC|POISONOUS,Tyler Walpole,False,0,False,1,BOT_035,Keeps getting banned for toxic behavior.
BOT_084,48035,Violet Haze,Add 2 random Deathrattle cards to your hand.,BOOMSDAY,2018-08-02,,SPELL,ROGUE,ROGUE,COMMON,2,0,0,0,0,SHADOW,,,Alex Horley Orlandelli,False,1,False,1,BOT_084,Elite Tauren Chieftain's next hit single.
BOT_443,48835,Void Analyst,Deathrattle: Give all Demons in your hand +1/+1.,BOOMSDAY,2018-08-02,,MINION,WARLOCK,WARLOCK,RARE,2,2,2,0,0,NONE,DEMON,DEATHRATTLE,Arthur Bozonnet,False,0,False,1,BOT_443,Conclusion: Nothing there.
BOT_042,47860,Weapons Project,Each player equips a 2/3 weapon and gains 6 Armor.,BOOMSDAY,2018-08-02,,SPELL,WARRIOR,WARRIOR,COMMON,2,0,0,0,0,NONE,,,J. Paick & K. Turovec,False,1,False,1,BOT_042,Harrison Jones was kicked off this project.
BOT_431,48700,Whirliglider,Battlecry: Summon a 0/2 Goblin Bomb.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,2,2,1,0,0,NONE,,BATTLECRY,A. J. Nazzaro,False,0,False,1,BOT_431,She's on a bomb voyage.
BOT_559,49269,Augmented Elekk,"Whenever you shuffle a card into a deck, shuffle in an extra copy.",BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,3,3,4,0,0,NONE,MECHANICAL|BEAST,,Luca Zontini,False,0,False,1,BOT_559,"Her friends call her ""Shuffleupugus""."
BOT_413,48544,Brainstormer,Battlecry: Gain +1 Health for each spell in your hand.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,3,3,1,0,0,NONE,,BATTLECRY,Alex Horley Orlandelli,False,0,False,1,BOT_413,Her hair was always like that.
BOT_021,47781,Bronze Gatekeeper,Magnetic Taunt,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,3,2,5,0,0,NONE,MECHANICAL,MAGNETIC|TAUNT,Ursula Dorada,False,1,False,2,BOT_021,"""You have my shield! And the rest of me too."""
BOT_224,48116,Doubling Imp,Battlecry: Summon a copy of this minion.,BOOMSDAY,2018-08-02,,MINION,WARLOCK,WARLOCK,COMMON,3,2,2,0,0,NONE,DEMON,BATTLECRY,Dave Allsop,False,0,False,1,BOT_224,What's worse than finding two imps in your lab? Only finding one of them.
BOT_411,48537,Electra Stormsurge,Battlecry: Your next spell this turn casts twice.,BOOMSDAY,2018-08-02,,MINION,SHAMAN,SHAMAN,LEGENDARY,3,3,3,0,0,NONE,ELEMENTAL,BATTLECRY,L. Lullabi & K. Turovec,True,0,False,1,BOT_411,"""The coin? You used me for THE COIN!?"""
BOT_550,49188,Electrowright,"Battlecry: If you're holding a spell that costs (5) or more, gain +1/+1.",BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,3,3,3,0,0,NONE,,BATTLECRY,Cicily He,False,0,False,1,BOT_550,Carefully assembled from two Electrowrongs.
BOT_219,48101,Extra Arms,Give a minion +2/+2. Add 'More Arms!' to your hand that gives +2/+2.,BOOMSDAY,2018-08-02,,SPELL,PRIEST,PRIEST,RARE,3,0,0,0,0,NONE,,,Nicola Saviori,False,2,False,1,BOT_219,All the better to hug you with!
BOT_606,49279,Kaboom Bot,Deathrattle: Deal 4 damage to a random enemy minion.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,3,2,2,0,0,NONE,MECHANICAL,DEATHRATTLE,Tyler West Studio,False,0,False,1,BOT_606,More Boom for your buck.
BOT_420,48607,Landscaping,Summon two 2/2 Treants.,BOOMSDAY,2018-08-02,,SPELL,DRUID,DRUID,COMMON,3,0,0,0,0,NATURE,,,Sam Hogg,False,0,False,2,BOT_420,We'll put a happy tree right here... and give him a little friend.
BOT_535,49164,Microtech Controller,Battlecry: Summon two 1/1 Microbots.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,3,2,1,0,0,NONE,,BATTLECRY,Vladimir Kafanov,False,0,False,1,BOT_535,"Best-selling author of ""How to Make Friends You Completely Control."""
BOT_286,48478,Necrium Blade,Deathrattle: Trigger the Deathrattle of a random friendly minion.,BOOMSDAY,2018-08-02,,WEAPON,ROGUE,ROGUE,RARE,3,3,2,0,0,NONE,,DEATHRATTLE,Vlad Botos,False,1,False,1,BOT_286,Grab death by the handle.
BOT_226,48298,Nethersoul Buster,Battlecry: Gain +1 Attack for each damage your hero has taken this turn.,BOOMSDAY,2018-08-02,,MINION,WARLOCK,WARLOCK,RARE,3,1,5,0,0,NONE,DEMON,BATTLECRY,Nicola Saviori,False,0,False,1,BOT_226,Why did the demon cross the streams? To get to The Other Side.
BOT_216,48099,Omega Medic,"Battlecry: If you have 10 Mana Crystals, restore 10 Health to your hero.",BOOMSDAY,2018-08-02,,MINION,PRIEST,PRIEST,RARE,3,3,4,0,0,NONE,,BATTLECRY,James Ryman,False,0,False,1,BOT_216,She feels waiting for healing makes you appreciate it more.
BOT_251,48185,Spider Bomb,Magnetic Deathrattle: Destroy a random enemy minion.,BOOMSDAY,2018-08-02,,MINION,HUNTER,HUNTER,RARE,3,2,2,0,0,NONE,MECHANICAL|BEAST,DEATHRATTLE|MAGNETIC,Nicola Saviori,False,0,False,1,BOT_251,"Wrecks a dude, any size. Catches thieves, eats those guys. Look out! Here comes a Spider Bomb!"
BOT_308,48505,Spring Rocket,Battlecry: Deal 2 damage.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,3,2,1,0,0,NONE,MECHANICAL,BATTLECRY,L. Lullabi & K. Turovec,False,0,False,1,BOT_308,"Proper grammar would be ""sprung rocket."""
BOT_103,47982,Stargazer Luna,"After you play the right-most card in your hand, draw a card.",BOOMSDAY,2018-08-02,,MINION,MAGE,MAGE,LEGENDARY,3,2,4,0,0,NONE,DRAENEI,,L. Lullabi & K. Turovec,True,0,False,2,BOT_103,She's Dr. Boom's right-hand mage.
BOT_254,48803,Unexpected Results,Summon two random 2-Cost minions (improved by Spell Damage).,BOOMSDAY,2018-08-02,,SPELL,MAGE,MAGE,EPIC,3,0,0,0,0,NONE,,,Jakub Kasper,False,1,False,1,BOT_254,Sometimes science is more art than science. A lot of people don’t get that.
BOT_087,48040,Academic Espionage,Shuffle 10 cards from your opponent's class into your deck. They cost (1).,BOOMSDAY,2018-08-02,,SPELL,ROGUE,ROGUE,EPIC,4,0,0,0,0,NONE,,,Konstantin Turovec,False,0,False,1,BOT_087,The tenth Pyroblast really felt like overkill.
BOT_911,48993,Annoy-o-Module,Magnetic Divine Shield Taunt,BOOMSDAY,2018-08-02,,MINION,PALADIN,PALADIN,RARE,4,2,4,0,0,NONE,MECHANICAL,DIVINE_SHIELD|MAGNETIC|TAUNT,Matt Dixon,False,0,False,1,BOT_911,Every ten seconds it asks if you want to update.
BOT_565,49361,Blightnozzle Crawler,Deathrattle: Summon a 1/1 Ooze with Poisonous and Rush.,BOOMSDAY,2018-08-02,,MINION,ROGUE,ROGUE,RARE,4,2,4,0,0,NONE,MECHANICAL,DEATHRATTLE,Anton Kagounkin,False,0,False,1,BOT_565,"""Well we HAD it contained. Then you went and gave it legs!"""
BOT_562,49233,Coppertail Imposter,Battlecry: Gain Stealth until your next turn.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,4,4,4,0,0,NONE,MECHANICAL|BEAST,BATTLECRY,Steve Prescott,False,0,False,1,BOT_562,It was fitting in fine until it gathered nuts and bolts.
BOT_604,49045,Cosmic Anomaly,Spell Damage +2,BOOMSDAY,2018-08-02,,MINION,MAGE,MAGE,COMMON,4,4,3,0,0,NONE,ELEMENTAL,SPELL_DAMAGE,Konstantin Turovec,False,0,False,1,BOT_604,"INGREDIENTS: STAR-STUFF, BLUE 1, NATURAL AND ARTIFICIAL FLAVORS."
BOT_532,49161,Explodinator,Battlecry: Summon two 0/2 Goblin Bombs.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,4,3,2,0,0,NONE,MECHANICAL,BATTLECRY,Jim Nelson,False,0,False,1,BOT_532,"When it absolutely, positively, has to blow up overnight."
BOT_434,48757,Flobbidinous Floop,"While in your hand, this is a 3/4 copy of the last minion you played.",BOOMSDAY,2018-08-02,,MINION,DRUID,DRUID,LEGENDARY,4,3,4,0,0,NONE,,,Max Grecke,True,0,False,1,BOT_434,"Of all the scientists, he has the most knowledge (when measured in volume)."
BOT_555,49201,Harbinger Celestia,"Stealth After your opponent plays a minion, become a copy of it.",BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,LEGENDARY,4,5,6,0,0,NONE,,STEALTH,Konstantin Turovec,True,0,False,1,BOT_555,"She wanders realities, taking on many forms. One was a unicorn princess."
BOT_404,48524,Juicy Psychmelon,"Draw a 7, 8, 9, and 10-Cost minion from your deck.",BOOMSDAY,2018-08-02,,SPELL,DRUID,DRUID,EPIC,4,0,0,0,0,NATURE,,,Jason Kang,False,0,False,1,BOT_404,It's not juicy at all. IT'S JUST MESSING WITH YOUR HEAD.
BOT_039,47856,Necromechanic,Your Deathrattles trigger twice.,BOOMSDAY,2018-08-02,,MINION,HUNTER,HUNTER,EPIC,4,3,6,0,0,NONE,,AURA,Dany Orizio,False,1,False,1,BOT_039,"If at first you don't succeed, die, die again."
BOT_296,48508,Omega Defender,"Taunt Battlecry: If you have 10 Mana Crystals, gain +10 Attack.",BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,4,2,6,0,0,NONE,,BATTLECRY|TAUNT,Jim Nelson,False,0,False,1,BOT_296,"""Surrender. You have 10 mana to comply."""
BOT_267,48223,Piloted Reaper,Deathrattle: Summon a random minion from your hand that costs (2) or less.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,4,4,3,0,0,NONE,MECHANICAL,DEATHRATTLE,L. Lullabi & K. Turovec,False,0,False,1,BOT_267,New facial recognition systems keep out the Lorewalkers and Doomsayers.
BOT_436,48764,Prismatic Lens,Draw a minion and a spell from your deck. Swap their Costs.,BOOMSDAY,2018-08-02,,SPELL,PALADIN,PALADIN,EPIC,4,0,0,0,0,NONE,,,Cicily He,False,0,False,1,BOT_436,Mined exclusively from the dark side of the moon.
BOT_312,48536,Replicating Menace,Magnetic Deathrattle: Summon three 1/1 Microbots.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,RARE,4,3,2,0,0,NONE,MECHANICAL,DEATHRATTLE|MAGNETIC,Vladimir Kafanov,False,1,False,2,BOT_312,It's a car! *Whomp whomp whomp* It's a robot! *Whomp whom-CRUNCH* It's… three.. smaller robots!
BOT_603,48890,Steel Rager,Rush,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,COMMON,4,5,1,0,0,NONE,ELEMENTAL|MECHANICAL,RUSH,Jim Nelson,False,0,False,1,BOT_603,Rage alongside the machine.
BOT_291,48490,Storm Chaser,Battlecry: Draw a spell from your deck that costs (5) or more.,BOOMSDAY,2018-08-02,,MINION,SHAMAN,SHAMAN,RARE,4,3,4,0,0,NONE,ELEMENTAL,BATTLECRY,Luca Zontini,False,0,False,1,BOT_291,Best drank after a stiff gale.
BOT_407,48527,Thunderhead,"After you play a card with Overload, summon two 1/1 Sparks with Rush.",BOOMSDAY,2018-08-02,,MINION,SHAMAN,SHAMAN,EPIC,4,3,6,0,0,NONE,ELEMENTAL,,Mike Sass,False,1,False,1,BOT_407,Most of his friends are still Metalheads.
BOT_401,48518,Weaponized Piñata,Deathrattle: Add a random Legendary minion to your hand.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,4,4,3,0,0,NONE,MECHANICAL,DEATHRATTLE,Matt Dixon,False,0,False,1,BOT_401,It'll be fine. It's not like they have any reason to hate us.
BOT_914,50477,Whizbang the Wonderful,You start the game with one of Whizbang's Wonderful Decks!,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,LEGENDARY,4,4,5,0,0,NONE,,,Matt Dixon,True,1,False,1,BOT_914,From the prestigious Westfall Wonderfuls.
BOT_576,49494,Crazed Chemist,Combo: Give a friendly minion +4 Attack.,BOOMSDAY,2018-08-02,,MINION,ROGUE,ROGUE,COMMON,5,4,4,0,0,NONE,,COMBO,Max Grecke,False,0,False,2,BOT_576,"You don't have to be crazy to work here, but it helps."
BOT_104,48542,Dyn-o-matic,Battlecry: Deal 5 damage randomly split among all minions except Mechs.,BOOMSDAY,2018-08-02,,MINION,WARRIOR,WARRIOR,RARE,5,3,4,0,0,NONE,MECHANICAL,BATTLECRY,Mauricio Herrera,False,0,False,2,BOT_104,Star player on the inter-office Boomball team.
BOT_540,49172,E.M.P. Operative,Battlecry: Destroy a Mech.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,5,3,3,0,0,NONE,,BATTLECRY,Mauricio Herrera,False,0,False,1,BOT_540,"""I said this looks like a job for me So everybody just follow me 'Cause we need a little E.M.P. 'Cause it feels so mechy without me…"""
BOT_270,48226,Giggling Inventor,Battlecry: Summon two 1/2 Mechs with Taunt and Divine Shield.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,RARE,5,2,1,0,0,NONE,,BATTLECRY,Matt Dixon,False,3,False,1,BOT_270,"""I shall build a mighty golden paladin! And he will GREET the WORLD!"""
BOT_910,48989,Glowstone Technician,Battlecry: Give all minions in your hand +2/+2.,BOOMSDAY,2018-08-02,,MINION,PALADIN,PALADIN,EPIC,5,3,4,0,0,NONE,,BATTLECRY,Anton Zemskov,False,1,False,1,BOT_910,"""Windell! More light!"" ""I'm givin' it all she's got, Kangor!"""
BOT_280,48415,Holomancer,"After your opponent plays a minion, summon a 1/1 copy of it.",BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,5,3,3,0,0,NONE,,,J. Axer,False,0,False,1,BOT_280,"Help me, worthy opponent. You're my only hope."
BOT_544,49176,Loose Specimen,Battlecry: Deal 6 damage randomly split among other friendly minions.,BOOMSDAY,2018-08-02,,MINION,NEUTRAL,NEUTRAL,EPIC,5,6,6,0,0,NONE,BEAST,BATTLECRY,Peter Stapleton,False,0,False,1,BOT_544,You leave Deathstalker Rexxar alone in the lab for TWO minutes…
